timestamp,cpu,memory,disk,top5_processes
2025-04-08 14:44:14,42.83,81.60,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 11912) - 50.00% | 18.00 MB | 
svchost.exe (PID: 3116) - 0.00% | 7.40 MB | 
svchost.exe (PID: 4240) - 0.00% | 12.02 MB | 
PowerToys.ColorPickerUI.exe (PID: 1284) - 0.00% | 34.47 MB | 
chrome.exe (PID: 11324) - 0.00% | 69.75 MB"
2025-04-08 14:44:19,7.69,81.75,95.33,"
Code.exe (PID: 15464) - 2.18% | 270.31 MB | 
Code.exe (PID: 4344) - 0.93% | 141.95 MB | 
Code.exe (PID: 12300) - 0.93% | 111.05 MB | 
chrome.exe (PID: 11352) - 0.62% | 147.15 MB | 
Code.exe (PID: 11504) - 0.62% | 64.89 MB"
2025-04-08 14:44:24,16.92,81.55,95.33,"
Code.exe (PID: 15464) - 12.68% | 267.12 MB | 
Code.exe (PID: 12300) - 3.71% | 111.10 MB | 
Code.exe (PID: 12396) - 3.09% | 141.97 MB | 
chrome.exe (PID: 3632) - 0.62% | 299.41 MB | 
Code.exe (PID: 4344) - 0.31% | 142.67 MB"
2025-04-08 14:44:29,17.81,81.81,95.33,"
Code.exe (PID: 15464) - 12.44% | 267.58 MB | 
Code.exe (PID: 12396) - 3.11% | 158.09 MB | 
Code.exe (PID: 12300) - 1.87% | 110.82 MB | 
Code.exe (PID: 11504) - 0.93% | 65.86 MB | 
Visualizador-Metricas-Sistema.exe (PID: 11912) - 0.31% | 17.98 MB"
2025-04-08 14:44:34,8.09,81.65,95.33,"
Code.exe (PID: 12300) - 0.62% | 110.91 MB | 
chrome.exe (PID: 5236) - 0.62% | 71.80 MB | 
chrome.exe (PID: 11324) - 0.31% | 69.75 MB | 
Code.exe (PID: 4344) - 0.31% | 142.51 MB | 
Code.exe (PID: 11504) - 0.31% | 65.82 MB"
2025-04-08 14:44:39,15.20,81.39,95.33,"
Code.exe (PID: 12300) - 5.60% | 111.00 MB | 
Code.exe (PID: 15464) - 4.67% | 266.76 MB | 
Code.exe (PID: 12396) - 1.56% | 131.19 MB | 
Code.exe (PID: 4344) - 0.62% | 141.96 MB | 
Code.exe (PID: 11504) - 0.62% | 65.86 MB"
2025-04-08 14:44:44,9.89,81.37,95.33,"
Code.exe (PID: 12300) - 1.55% | 111.00 MB | 
Code.exe (PID: 15464) - 0.93% | 268.11 MB | 
Visualizador-Metricas-Sistema.exe (PID: 11912) - 0.62% | 17.96 MB | 
Code.exe (PID: 11504) - 0.31% | 65.84 MB | 
chrome.exe (PID: 3632) - 0.31% | 299.26 MB"
2025-04-08 14:44:49,8.96,81.36,95.33,"
Code.exe (PID: 15464) - 2.80% | 267.96 MB | 
Code.exe (PID: 12300) - 2.18% | 110.83 MB | 
Code.exe (PID: 4344) - 1.25% | 141.98 MB | 
Code.exe (PID: 12396) - 0.93% | 129.19 MB | 
Code.exe (PID: 11504) - 0.31% | 65.85 MB"
2025-04-08 14:44:54,11.32,81.49,95.33,"
Code.exe (PID: 15464) - 5.30% | 268.51 MB | 
explorer.exe (PID: 11268) - 2.48% | 261.86 MB | 
Code.exe (PID: 12396) - 2.18% | 136.66 MB | 
Code.exe (PID: 12300) - 1.56% | 110.88 MB | 
ctfmon.exe (PID: 2236) - 0.93% | 28.26 MB"
2025-04-08 14:44:59,12.16,81.46,95.33,"
Code.exe (PID: 15464) - 4.36% | 269.61 MB | 
Code.exe (PID: 12300) - 3.12% | 110.94 MB | 
Code.exe (PID: 12396) - 1.87% | 135.96 MB | 
chrome.exe (PID: 3632) - 0.93% | 299.24 MB | 
PowerToys.AlwaysOnTop.exe (PID: 8360) - 0.62% | 10.46 MB"
2025-04-08 14:45:04,19.01,81.88,95.33,"
Code.exe (PID: 15464) - 4.35% | 270.29 MB | 
chrome.exe (PID: 3632) - 4.04% | 301.55 MB | 
Code.exe (PID: 12300) - 3.42% | 110.95 MB | 
Code.exe (PID: 4344) - 1.55% | 142.11 MB | 
Code.exe (PID: 12396) - 0.93% | 133.47 MB"
2025-04-08 14:45:09,17.69,81.95,95.33,"
Code.exe (PID: 15464) - 10.28% | 266.25 MB | 
Code.exe (PID: 12396) - 3.12% | 133.14 MB | 
chrome.exe (PID: 3632) - 1.87% | 300.26 MB | 
Code.exe (PID: 12300) - 1.87% | 110.75 MB | 
chrome.exe (PID: 10892) - 1.56% | 73.00 MB"
2025-04-08 14:45:14,14.27,81.97,95.33,"
Code.exe (PID: 15464) - 6.54% | 265.93 MB | 
Code.exe (PID: 12300) - 3.74% | 110.80 MB | 
Code.exe (PID: 11504) - 1.25% | 65.74 MB | 
Code.exe (PID: 12396) - 0.62% | 137.18 MB | 
chrome.exe (PID: 3632) - 0.31% | 300.26 MB"
2025-04-08 14:45:19,14.21,81.97,95.33,"
Code.exe (PID: 12300) - 4.97% | 110.89 MB | 
Code.exe (PID: 15464) - 4.35% | 266.43 MB | 
Code.exe (PID: 12396) - 0.93% | 136.44 MB | 
Code.exe (PID: 4344) - 0.62% | 141.89 MB | 
Code.exe (PID: 11504) - 0.62% | 65.78 MB"
2025-04-08 14:45:43,30.83,81.62,95.33,"
chrome.exe (PID: 11316) - 0.00% | 94.51 MB | 
svchost.exe (PID: 11796) - 0.00% | 8.23 MB | 
mysqld.exe (PID: 5444) - 0.00% | 10.60 MB | 
svchost.exe (PID: 3184) - 0.00% | 8.88 MB | 
AsusSoftwareManager.exe (PID: 4576) - 0.00% | 20.21 MB"
2025-04-08 14:45:48,4.53,81.71,95.33,"
Code.exe (PID: 15464) - 0.93% | 273.39 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16504) - 0.62% | 17.82 MB | 
nearby_share.exe (PID: 9156) - 0.31% | 26.92 MB | 
chrome.exe (PID: 5236) - 0.31% | 71.68 MB | 
Code.exe (PID: 11504) - 0.31% | 70.15 MB"
2025-04-08 14:45:53,6.25,81.92,95.33,"
Code.exe (PID: 15464) - 1.86% | 273.86 MB | 
explorer.exe (PID: 11268) - 0.62% | 261.38 MB | 
Code.exe (PID: 12396) - 0.62% | 142.55 MB | 
Code.exe (PID: 11504) - 0.62% | 70.18 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16504) - 0.62% | 17.82 MB"
2025-04-08 14:45:58,5.26,81.92,95.33,"
Code.exe (PID: 15464) - 1.25% | 274.15 MB | 
Code.exe (PID: 11504) - 0.93% | 70.14 MB | 
Code.exe (PID: 12396) - 0.31% | 142.44 MB | 
Code.exe (PID: 12300) - 0.31% | 111.25 MB | 
chrome.exe (PID: 11316) - 0.00% | 94.51 MB"
2025-04-08 14:46:03,8.67,81.71,95.33,"
Code.exe (PID: 15464) - 8.41% | 266.11 MB | 
chrome.exe (PID: 3632) - 0.93% | 300.29 MB | 
Code.exe (PID: 11504) - 0.62% | 70.14 MB | 
Code.exe (PID: 12300) - 0.62% | 111.31 MB | 
nearby_share.exe (PID: 9156) - 0.31% | 26.92 MB"
2025-04-08 14:46:08,9.78,81.37,95.33,"
Code.exe (PID: 15464) - 2.18% | 266.55 MB | 
Code.exe (PID: 12300) - 1.25% | 111.33 MB | 
chrome.exe (PID: 3632) - 0.62% | 300.00 MB | 
Code.exe (PID: 12396) - 0.62% | 138.73 MB | 
Code.exe (PID: 4344) - 0.62% | 141.96 MB"
2025-04-08 14:46:13,9.31,81.47,95.33,"
Code.exe (PID: 12396) - 1.24% | 146.35 MB | 
Code.exe (PID: 11504) - 1.24% | 70.18 MB | 
explorer.exe (PID: 11268) - 0.93% | 261.43 MB | 
Code.exe (PID: 15464) - 0.62% | 266.89 MB | 
ctfmon.exe (PID: 2236) - 0.62% | 28.28 MB"
2025-04-08 14:46:18,13.15,80.82,95.33,"
chrome.exe (PID: 15396) - 12.15% | 247.46 MB | 
notepad++.exe (PID: 14764) - 3.74% | 57.02 MB | 
explorer.exe (PID: 11268) - 1.24% | 261.50 MB | 
Code.exe (PID: 15464) - 0.62% | 266.77 MB | 
TranslucentTB.exe (PID: 14716) - 0.62% | 28.28 MB"
2025-04-08 14:46:23,28.22,82.91,95.33,"
chrome.exe (PID: 3632) - 5.59% | 300.10 MB | 
Code.exe (PID: 15464) - 5.30% | 268.39 MB | 
explorer.exe (PID: 11268) - 4.05% | 260.76 MB | 
chrome.exe (PID: 15396) - 4.04% | 247.89 MB | 
chrome.exe (PID: 11352) - 3.11% | 161.89 MB"
2025-04-08 14:46:52,50.31,82.58,95.33,"
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB | 
svchost.exe (PID: 2988) - 0.00% | 8.19 MB"
2025-04-08 14:46:53,5.98,82.48,95.33,"
vctip.exe (PID: 5924) - 3.03% | 42.57 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.52% | 18.26 MB | 
WindowsTerminal.exe (PID: 13056) - 1.52% | 76.54 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB"
2025-04-08 14:46:54,9.80,82.46,95.33,"
vctip.exe (PID: 5924) - 3.09% | 42.78 MB | 
Code.exe (PID: 10684) - 1.54% | 27.78 MB | 
chrome.exe (PID: 5236) - 1.54% | 71.77 MB | 
notepad++.exe (PID: 14764) - 1.54% | 49.66 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB"
2025-04-08 14:46:55,4.28,82.44,95.33,"
nearby_share.exe (PID: 9156) - 1.53% | 26.92 MB | 
chrome.exe (PID: 5236) - 1.53% | 71.77 MB | 
chrome.exe (PID: 15396) - 1.53% | 246.89 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB"
2025-04-08 14:46:56,11.63,82.48,95.33,"
chrome.exe (PID: 3632) - 15.15% | 306.94 MB | 
chrome.exe (PID: 15396) - 3.03% | 247.22 MB | 
chrome.exe (PID: 8316) - 1.54% | 43.17 MB | 
chrome.exe (PID: 11500) - 1.54% | 52.50 MB | 
chrome.exe (PID: 15544) - 1.52% | 17.71 MB"
2025-04-08 14:46:57,4.69,82.47,95.33,"
chrome.exe (PID: 3632) - 1.54% | 306.94 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:46:58,5.74,82.42,95.33,"
chrome.exe (PID: 4048) - 1.54% | 51.89 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
chrome.exe (PID: 3632) - 1.54% | 301.26 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB"
2025-04-08 14:46:59,5.75,82.42,95.33,"
chrome.exe (PID: 17684) - 1.54% | 72.29 MB | 
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.61 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:00,6.82,82.48,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 3.03% | 18.27 MB | 
chrome.exe (PID: 5236) - 1.52% | 71.79 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:01,5.84,82.45,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:02,5.28,82.44,95.33,"
Code.exe (PID: 12300) - 1.54% | 111.02 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
chrome.exe (PID: 5236) - 1.54% | 71.77 MB | 
notepad++.exe (PID: 14764) - 1.54% | 49.67 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB"
2025-04-08 14:47:03,4.74,82.43,95.33,"
chrome.exe (PID: 11352) - 1.54% | 161.26 MB | 
chrome.exe (PID: 5236) - 1.54% | 71.77 MB | 
Code.exe (PID: 12028) - 1.54% | 66.64 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.52% | 18.27 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB"
2025-04-08 14:47:04,4.57,82.41,95.33,"
chrome.exe (PID: 4048) - 3.03% | 51.89 MB | 
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
Code.exe (PID: 4344) - 1.52% | 142.22 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB"
2025-04-08 14:47:05,4.45,82.40,95.33,"
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB | 
svchost.exe (PID: 2988) - 0.00% | 8.19 MB"
2025-04-08 14:47:06,4.36,82.39,95.33,"
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.36 MB | 
Code.exe (PID: 12028) - 1.54% | 66.64 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:07,4.91,82.37,95.33,"
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB | 
svchost.exe (PID: 2988) - 0.00% | 8.19 MB"
2025-04-08 14:47:08,4.57,82.47,95.33,"
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.36 MB | 
notepad++.exe (PID: 14764) - 1.54% | 49.67 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:09,5.44,82.44,95.33,"
Code.exe (PID: 12028) - 1.54% | 66.62 MB | 
chrome.exe (PID: 3632) - 1.54% | 301.20 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:10,4.46,82.42,95.33,"
chrome.exe (PID: 5236) - 1.54% | 71.76 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:11,4.41,82.41,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.52% | 18.27 MB | 
Code.exe (PID: 15464) - 1.52% | 271.84 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:12,4.28,82.38,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:13,4.39,82.36,95.33,"
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.19 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:14,4.42,82.35,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.52% | 18.26 MB | 
chrome.exe (PID: 5236) - 1.52% | 71.76 MB | 
Code.exe (PID: 15464) - 1.52% | 271.98 MB | 
WindowsTerminal.exe (PID: 13056) - 1.52% | 76.18 MB | 
notepad++.exe (PID: 14764) - 1.52% | 49.67 MB"
2025-04-08 14:47:15,6.67,82.33,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:16,4.22,82.31,95.33,"
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.18 MB | 
Code.exe (PID: 12028) - 1.54% | 66.65 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:17,6.64,82.43,95.33,"
Code.exe (PID: 12028) - 1.54% | 66.62 MB | 
chrome.exe (PID: 3632) - 1.54% | 301.08 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:18,4.40,82.42,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.52% | 18.27 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:19,4.87,82.24,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.27 MB | 
chrome.exe (PID: 10672) - 1.54% | 229.45 MB | 
chrome.exe (PID: 5236) - 1.54% | 71.78 MB | 
Code.exe (PID: 15464) - 1.54% | 272.25 MB | 
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.18 MB"
2025-04-08 14:47:20,4.17,82.23,95.33,"
WindowsTerminal.exe (PID: 13056) - 1.52% | 76.18 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB"
2025-04-08 14:47:22,19.76,82.68,95.33,"
chrome.exe (PID: 12600) - 21.21% | 139.47 MB | 
chrome.exe (PID: 5236) - 1.52% | 71.68 MB | 
Code.exe (PID: 4344) - 1.52% | 142.16 MB | 
chrome.exe (PID: 3632) - 1.52% | 301.07 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB"
2025-04-08 14:47:23,4.55,82.66,95.33,"
Visualizador-Metricas-Sistema.exe (PID: 16156) - 1.54% | 18.24 MB | 
WindowsTerminal.exe (PID: 13056) - 1.54% | 76.19 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB"
2025-04-08 14:47:24,7.48,82.69,95.33,"
chrome.exe (PID: 5236) - 3.03% | 71.79 MB | 
chrome.exe (PID: 3632) - 3.03% | 301.84 MB | 
chrome.exe (PID: 17684) - 1.52% | 73.45 MB | 
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB"
2025-04-08 14:47:25,3.85,82.70,95.33,"
svchost.exe (PID: 4400) - 0.00% | 7.74 MB | 
smartscreen.exe (PID: 10548) - 0.00% | 10.75 MB | 
svchost.exe (PID: 1892) - 0.00% | 10.50 MB | 
svchost.exe (PID: 3852) - 0.00% | 10.33 MB | 
svchost.exe (PID: 2988) - 0.00% | 8.19 MB"
